gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,1,0,1.0139448954695025,0,0,1,1,1,0,1,1,0,1,-0.19567452876838903,0.5264480421584748,0,0,0,0,0,0
0,1,0,0,0.7691638122004578,1,1,0,1,0,0,0,0,1,1,0.49916295138825395,0.7649923484867502,1,0,0,0,0,0
0,1,1,0,-0.005976284818183508,1,0,0,0,0,0,0,1,0,1,0.5224908284198919,0.10268501570951082,1,0,1,0,0,1
1,0,0,0,0.5243827289314132,1,0,1,0,1,1,1,1,2,0,0.5674803055523368,0.6069248323343704,0,0,0,0,0,0
0,0,0,0,1.0139448954695025,0,0,0,1,0,0,1,0,0,1,-0.8438562548617565,-0.06230905452145654,0,0,0,1,0,1
0,0,1,0,-1.2706785483749141,0,0,0,0,0,0,0,0,0,1,-1.3720660419352717,-0.9894016773477738,0,0,0,1,0,1
1,0,0,0,-0.8627100762598398,1,0,0,0,1,1,0,0,1,0,-0.3606359449206857,-0.7105190737092633,0,0,0,0,0,0
1,0,1,1,-0.08756997924119839,1,1,0,1,1,1,1,1,0,1,1.4289454787921076,0.4398883166699737,1,0,0,1,0,0
1,0,0,0,1.05474174268101,1,0,1,1,1,1,0,0,2,1,0.00927753372385844,0.6854035780645197,0,0,1,0,0,0
1,1,0,0,-1.1482880067403918,1,1,0,0,0,0,0,0,0,1,0.34253291989011414,-0.8569535310886308,1,0,0,1,0,1
0,0,0,0,-0.8627100762598398,1,0,0,0,1,0,1,1,0,1,0.15757618056784187,-0.6835676741855289,0,0,0,1,0,0
1,0,1,0,-1.2298817011634067,1,0,1,0,0,1,0,0,0,1,0.5174919976273984,-0.9134315874217283,1,0,0,1,0,0
1,0,1,0,1.625897603642114,1,1,1,1,1,1,1,1,2,1,0.8840729224102797,1.9474794524671373,0,0,0,0,0,0
1,0,0,0,-0.12836682645270583,1,1,0,1,0,0,0,0,1,1,-0.31231391392657853,-0.28042890651543556,0,0,0,1,0,0
1,1,0,0,0.11641425681633881,1,1,1,1,1,1,1,1,1,1,1.5389197562269719,0.7035413815331286,1,0,0,0,0,0
1,0,1,0,-0.08756997924119839,1,1,0,1,0,1,1,0,0,1,0.9823832613293247,0.24538979012348497,1,0,1,0,0,1
1,0,0,0,0.03482056239332393,1,0,0,0,0,0,0,0,0,1,0.1925679961152991,0.06851845568724771,1,0,0,0,0,0
0,0,1,0,1.2179291315270397,1,0,0,1,1,1,0,0,2,1,-0.14901877470511327,0.6666441607683454,0,0,1,0,0,0
1,0,0,0,-0.332351062510243,1,1,0,0,1,0,1,1,0,1,1.137347015896634,0.06905126753944686,1,0,0,1,0,1
0,0,1,0,1.1771322843155323,1,1,0,0,0,0,0,0,2,0,-1.3054149647020206,-0.31666011246496983,0,1,0,0,0,0
0,1,0,0,-1.1074911595288843,1,0,0,0,0,0,1,1,0,1,0.8290857836928474,-0.7877101907965981,1,0,0,1,0,1
0,0,1,0,0.36119534008538345,1,1,0,1,0,0,0,0,0,1,0.5208245514890608,0.5271362574675653,1,0,0,1,0,0
0,1,1,1,1.3403196731615619,1,1,1,1,0,0,0,0,0,1,0.7041150138805015,1.5259142749084942,1,0,0,1,0,0
0,0,0,0,-0.2099605208757207,1,0,0,0,0,0,0,0,2,0,-1.4920379809551236,-0.7911290668482086,0,1,1,0,0,0
1,0,1,1,1.625897603642114,1,1,0,0,0,0,0,0,2,0,-1.3387405033186461,-0.2409564284650239,0,1,0,0,0,0
0,0,1,0,0.320398492873876,0,0,1,1,1,0,0,0,1,1,-0.7422133620810484,-0.23769295587030478,0,0,0,1,0,1
0,0,0,0,1.0955385898925174,1,0,0,0,1,1,1,0,0,1,0.0009461490697020458,0.658762985454568,0,0,0,1,0,0
0,0,1,1,-0.69952268741381,1,1,0,0,0,0,0,0,0,1,0.34253291989011414,-0.5081837728366805,1,0,0,0,0,1
0,1,1,0,-1.0258974651058694,1,0,0,0,0,0,1,1,0,1,0.8290857836928474,-0.6993522253069252,1,0,0,1,0,1
1,0,1,0,-0.6179289929907951,1,1,0,1,0,0,1,1,0,1,0.3591956891984269,-0.4125884463546374,0,0,0,0,0,0
1,0,0,0,-1.0258974651058694,0,0,0,1,0,0,0,1,0,1,-0.8171958239684559,-0.8695856120845162,0,0,1,0,0,1
0,0,1,1,-0.6179289929907951,0,0,1,0,1,0,1,0,1,0,-0.6722297309861346,-0.6480912850266098,0,0,1,0,0,0
1,0,0,0,-0.005976284818183508,0,0,1,0,0,0,0,0,1,0,-1.1487849332038804,-0.5879279467158024,0,0,0,0,1,0
1,0,1,1,1.544303909219099,1,0,0,1,1,1,1,1,2,1,0.5258233822815548,1.5389681652873706,0,0,0,0,0,0
0,0,0,0,-0.25075736808722815,1,0,0,0,0,1,1,0,1,0,-0.17234665173675104,-0.3306908245728777,0,0,1,0,0,0
0,0,0,0,-1.1074911595288843,1,0,0,0,0,0,0,0,0,1,0.17090639601449228,-0.8556881029396581,1,0,0,1,0,1
0,0,1,0,-0.08756997924119839,1,0,0,0,0,0,0,0,1,0,-1.4937042578859552,-0.7437754134840195,0,1,1,0,0,0
1,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,1,0,1,0.5491512593131923,-0.9638045079483786,1,0,0,1,0,1
0,0,0,0,-1.2706785483749141,1,0,1,0,0,0,0,0,0,1,-0.46394511463222476,-0.9773024082040874,0,0,0,0,1,0
0,0,0,0,1.0139448954695025,1,0,0,0,0,0,0,0,2,0,-1.4653775500618234,-0.5000361915968037,0,1,0,0,0,0
0,0,0,0,-0.9443037706828545,1,1,0,0,0,0,0,0,0,1,0.37419218157590806,-0.6780619517128055,1,0,0,1,0,0
1,0,1,1,0.7283669649889504,1,0,0,0,0,0,0,0,0,1,0.17090639601449228,0.5798402298475862,1,0,0,0,0,0
1,0,1,1,1.5851007564306066,1,1,0,1,1,0,0,1,2,1,1.0373704000467572,2.0413875414172167,1,0,1,0,0,0
1,0,0,0,-0.6179289929907951,1,1,1,1,0,0,1,0,0,1,0.9923809229143128,-0.28162773318288337,1,0,0,1,0,1
0,0,1,1,0.5243827289314132,1,1,0,1,1,1,1,1,2,1,1.5039279406795152,1.176123293939829,1,0,0,0,0,0
1,0,1,1,0.8507575066234727,1,0,0,0,0,0,0,0,1,1,-1.4920379809551236,-0.5382876424859259,0,1,0,0,0,0
1,0,0,1,1.2179291315270397,1,1,0,0,1,0,1,1,1,1,1.1840027699599098,1.847910237587443,1,0,0,1,0,1
0,0,1,1,-0.2099605208757207,1,1,1,1,0,1,1,0,0,0,1.203998093129885,0.2405500824660106,1,0,0,1,0,0
1,0,1,1,-0.005976284818183508,0,0,1,1,0,0,0,0,0,1,-0.9821572401207526,-0.5331371279146686,0,0,0,1,0,0
0,0,0,1,-1.2706785483749141,1,1,0,0,1,0,1,1,0,1,1.1706725545132595,-0.9555237237454519,1,0,0,1,0,1
1,0,0,0,-0.4955384513562728,1,0,0,0,0,0,0,0,1,1,-1.5087007502634364,-0.8072244248833877,0,1,1,0,0,0
0,0,1,0,1.625897603642114,1,0,1,1,0,1,1,1,2,1,0.49083156673409756,1.554686114927242,0,0,0,0,0,0
1,1,1,0,-1.2706785483749141,1,0,1,0,0,0,0,0,0,1,-0.5022694840413444,-0.9778130195624447,0,0,0,1,0,1
1,0,1,1,1.625897603642114,0,0,0,1,1,1,1,1,2,1,-0.15401760549760707,0.8934444058544004,0,0,0,1,0,0
1,0,1,0,-1.1890848539518992,1,1,0,1,0,0,0,1,0,1,0.8957368609260985,-0.891941509383034,1,0,1,0,0,1
0,0,1,0,-0.9035069234713472,1,0,1,0,0,1,0,0,0,1,-0.3223115755115661,-0.7472386905233134,0,0,1,0,0,0
0,1,0,1,-1.2706785483749141,1,0,0,0,1,0,0,0,0,1,-0.482274160871369,-0.9775466136363452,0,0,0,0,1,1
1,0,1,1,-0.9035069234713472,1,1,0,0,0,0,0,0,2,0,-1.2837533646012138,-0.89966728123992,0,1,1,0,0,0
0,1,0,0,-0.985100617894362,1,0,1,0,0,1,1,1,0,0,1.1890016007524034,-0.6302420879779423,1,0,1,0,0,1
1,0,0,0,-1.2706785483749141,1,0,0,0,0,1,0,0,0,1,-0.4139568067072864,-0.9766363933888387,0,0,0,1,0,1
0,1,0,0,-0.6179289929907951,1,0,0,0,0,0,0,0,0,1,-0.6522344078161595,-0.6576596978723509,0,0,0,1,0,1
1,0,0,0,-0.6587258402023025,1,0,0,1,0,1,0,0,0,1,-0.3573033910590231,-0.6294428701996437,0,0,0,0,1,1
0,1,0,0,-0.7811163818368249,1,0,0,1,0,0,1,0,0,1,-0.15735015935926966,-0.6497785225585736,0,0,0,1,0,0
1,0,1,1,0.27960164566236856,1,0,0,0,1,0,1,0,0,1,-0.15901643629010084,0.03983541764386647,0,0,0,0,1,0
0,0,1,0,-1.1074911595288843,1,1,0,1,0,0,0,0,0,1,0.5558163670365175,-0.8149723972341154,1,0,0,1,0,1
1,0,1,1,-1.1482880067403918,1,1,0,0,0,0,0,1,0,1,0.7107801216038266,-0.8305127429232538,1,0,0,1,0,1
0,0,1,0,1.0955385898925174,1,1,1,1,1,0,1,1,1,1,1.5172581561261655,1.863184177350482,1,0,0,1,0,1
1,0,1,0,0.6875701177774429,1,0,0,0,0,0,0,0,1,0,-1.5203646887792555,-0.5919018351134535,0,1,1,0,0,0
1,0,0,0,0.2388047984508611,1,1,1,1,1,0,1,1,1,0,0.649127875163069,0.4155343749257096,0,0,0,0,0,0
1,0,1,1,1.1771322843155323,1,0,0,0,0,0,0,0,2,0,-1.4953705348167863,-0.4174503545059536,0,1,1,0,0,0
0,0,1,0,-0.7403195346253174,1,1,0,0,0,1,1,0,0,1,0.06593094937212153,-0.5649060346020359,0,0,1,0,0,0
0,0,0,0,0.11641425681633881,0,0,0,0,1,0,1,1,0,0,-0.5139334225571631,-0.24426430204742616,0,0,0,1,0,0
1,1,0,0,1.2995228259500544,0,0,0,1,0,1,1,0,0,1,-0.69222505415611,0.22165746220678645,0,0,0,1,0,0
1,1,1,1,1.5851007564306066,1,1,1,1,0,0,1,0,1,0,0.15257734977534831,1.2124655023585715,0,0,0,1,0,0
1,0,0,0,1.5035070620075917,1,1,0,0,0,0,0,0,2,0,-1.3337416725261522,-0.25474293514067387,0,1,1,0,0,0
0,0,0,0,1.0139448954695025,1,1,0,0,0,0,1,0,1,1,0.742439383289621,1.1932620751855647,1,0,0,1,0,0
1,0,0,0,-1.2706785483749141,1,0,0,0,0,1,0,0,0,1,-0.4906055455255254,-0.9776576161055534,0,0,0,1,0,0
0,0,0,0,-0.6179289929907951,1,1,1,0,0,0,0,1,0,0,0.03760424154798998,-0.506429933823192,0,0,0,0,0,0
0,0,1,1,-1.2706785483749141,1,0,0,0,0,0,0,1,0,1,0.5474849823823611,-0.9638267084422201,1,0,0,1,0,0
0,0,1,0,1.625897603642114,1,1,1,1,1,1,1,1,2,1,1.6972160646559433,2.7411027063175966,1,0,0,1,0,0
0,1,1,0,1.5851007564306066,1,1,0,0,0,0,0,0,2,0,-1.3054149647020206,-0.20519143288616376,0,1,1,0,0,0
1,1,0,0,0.9731480482579951,1,1,1,0,1,1,0,1,2,0,0.28754578117268176,0.8002911336949361,0,0,0,0,0,0
1,0,0,0,-0.2099605208757207,1,0,0,1,0,1,0,0,0,1,-0.28232092917161555,-0.3607280927405982,0,0,0,0,1,0
0,0,0,0,-1.1482880067403918,1,0,0,0,0,0,0,0,0,1,-0.6239076999920277,-0.9111227360621992,0,0,0,1,0,0
1,0,0,0,0.8099606594119653,0,0,1,1,1,0,1,1,2,1,-0.19567452876838903,0.3493325022899798,0,0,0,0,0,0
1,1,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,1,0.21756215007776827,-0.9682224062228622,1,0,0,1,0,1
0,0,0,1,0.15721110402784624,1,0,0,1,0,0,1,1,0,1,1.0023785844993005,0.5597709834147561,1,0,0,1,0,0
0,1,1,1,0.2388047984508611,1,1,0,1,0,0,1,1,0,0,1.2173283085765354,0.6616046486662962,1,0,0,1,0,0
1,0,1,0,1.544303909219099,1,1,0,1,1,1,1,1,2,1,0.672455752194707,1.6276369376908264,0,0,0,0,0,0
1,0,0,0,0.9323512010464876,1,0,0,1,1,0,0,0,0,1,0.5641477516906739,1.002448830616786,1,0,0,1,0,0
1,0,1,1,-0.046773132029690946,1,1,0,0,1,1,1,1,0,1,1.3189712013572434,0.4403101260529645,1,0,0,1,0,1
1,0,0,0,-0.6179289929907951,1,0,0,0,0,0,0,0,2,0,-1.5070344733326053,-0.8408359725596101,0,1,0,0,1,0
1,0,1,1,0.03482056239332393,1,1,0,1,1,1,0,0,0,0,0.7990927989378841,0.2827976222466254,1,0,1,0,0,0
1,0,0,0,-1.1890848539518992,0,0,0,0,0,0,0,0,0,0,-1.3120800724253456,-0.9736615272140606,0,0,0,1,0,1
0,0,1,0,1.0139448954695025,1,1,1,1,1,1,1,0,0,1,1.2806468319481237,1.631277818680853,1,0,0,1,0,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,1,1,0,1,0.8307520606236786,-0.9600526244891436,1,0,0,1,0,1
1,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.4887054270934612,-0.9909557119166876,0,1,1,0,0,0
0,1,1,1,0.4427890345083983,1,1,0,1,1,1,1,1,0,1,1.5372534792961408,1.0816601926437086,1,0,0,0,0,1
0,0,0,0,-0.9035069234713472,1,0,0,0,0,0,0,0,0,1,-1.4870391501626299,-0.9116333474205566,0,1,1,0,0,0
1,0,0,0,1.1363354371040248,1,0,0,1,1,1,1,0,1,1,0.1842366114611427,0.8759948176948821,0,0,1,0,0,0
0,0,0,0,-1.2298817011634067,1,0,0,0,0,0,0,0,0,1,-0.620575146130365,-0.962294874367148,0,0,1,0,0,1
0,0,1,1,1.4219133675845768,1,1,0,1,0,0,0,1,0,1,0.8307520606236786,1.8299056370818843,1,0,0,0,0,0
0,0,1,0,1.5035070620075917,1,0,0,0,0,0,0,0,2,0,-1.4903717040242925,-0.39442844239218694,0,1,0,0,1,0
1,0,1,1,1.0955385898925174,1,0,0,1,0,1,1,1,2,1,0.3775247354375709,1.0170345550707347,0,0,1,0,0,0
0,0,1,1,0.9731480482579951,0,0,1,1,0,1,1,0,1,1,-0.42062191443061164,0.28111038471466193,0,0,0,0,1,0
1,0,0,0,-0.9035069234713472,1,0,0,0,0,1,0,1,0,1,-0.12235834381181267,-0.7202872909995789,0,0,0,0,1,0
1,0,0,0,-1.2298817011634067,1,1,0,0,0,0,1,1,0,1,1.017375076876782,-0.9123881642111719,1,0,0,1,0,1
0,0,1,1,-0.5771321457792876,1,0,1,0,1,0,1,0,0,1,0.7757649219062466,-0.3335768887722891,1,0,0,0,1,0
0,0,0,0,-0.8219132290483323,1,0,0,0,1,0,1,1,1,0,1.035704123115926,-0.47410601478978404,1,0,0,1,0,0
1,0,1,0,0.6467732705659355,1,1,0,1,0,1,1,1,0,1,1.3489641861122061,1.2573327004124983,1,0,1,0,0,0
1,1,0,0,0.9731480482579951,1,1,0,1,1,1,1,0,2,1,1.1756713853057534,1.533839851209955,1,0,0,0,0,0
1,0,1,1,-1.2706785483749141,0,0,0,0,0,1,1,0,0,0,-0.8171958239684559,-0.9820089128985122,0,0,0,1,0,1
1,0,1,1,0.6875701177774429,1,1,0,0,0,0,1,1,0,1,1.0257064615309384,1.0488256622519434,1,0,0,0,0,0
0,0,0,0,-1.0258974651058694,1,1,0,0,0,0,1,1,0,0,1.0523668924242389,-0.7157805907497287,1,0,0,1,0,0
0,0,1,1,0.8915543538349802,1,1,0,1,0,1,1,0,1,1,0.20256565770028667,0.6741035266991319,0,0,0,1,0,0
0,0,0,0,-1.2298817011634067,1,0,1,0,0,1,0,0,0,1,-0.33897434481987887,-0.9610516467120168,0,0,0,0,1,0
1,0,0,0,-1.1482880067403918,1,0,0,1,0,0,0,0,0,0,-0.46394511463222476,-0.9326350145947351,0,0,1,0,0,1
1,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,1,0,1,-0.3289766832348913,-0.9755041682029156,0,0,0,0,1,1
1,0,0,0,0.605976423354428,1,0,1,1,0,1,0,0,1,1,-0.19067569797589523,0.24920827506424487,0,0,0,0,1,0
0,0,0,0,1.3811165203730693,1,1,0,1,0,0,0,1,0,0,0.8257532298311849,1.6539889238808365,1,0,1,0,0,0
1,1,1,1,-0.8219132290483323,0,0,0,0,0,1,0,0,0,1,-1.1771116410280122,-0.8417905937947999,0,0,0,0,1,0
0,0,0,0,-1.1074911595288843,1,0,0,0,1,1,1,1,0,0,0.35086430454427053,-0.8254732308212046,0,0,0,0,0,0
1,1,1,0,-1.1890848539518992,1,0,0,0,0,0,1,0,0,1,0.5258233822815548,-0.9003332960551688,1,0,0,1,0,1
1,1,1,0,1.3403196731615619,1,0,0,1,1,1,1,1,2,1,1.3739583400746753,1.9863747176776667,1,0,1,0,0,0
0,0,0,0,0.8099606594119653,1,0,1,1,0,0,1,0,2,1,-0.045709604993573946,0.4842671038593847,0,0,1,0,0,0
0,0,0,0,-1.1890848539518992,1,0,0,0,0,1,1,1,0,1,0.15757618056784187,-0.9148524190275924,0,0,0,1,0,1
1,0,0,0,-1.2706785483749141,0,0,0,0,0,0,0,0,0,0,-1.3120800724253456,-0.9886024595694752,0,0,0,0,0,0
1,0,0,0,-1.1890848539518992,1,0,0,0,0,0,0,0,0,1,-1.4870391501626299,-0.9724182995589297,0,1,0,0,1,0
1,0,0,0,-0.08756997924119839,1,0,0,0,0,1,1,1,1,1,0.9923809229143128,0.17152874711239408,1,0,0,0,0,0
0,0,1,0,1.1363354371040248,1,1,0,0,1,0,1,1,2,0,1.2173283085765354,1.6941718177341802,1,0,1,0,0,0
1,0,0,0,-1.0258974651058694,1,0,0,0,0,0,0,0,0,0,-1.4853728732317988,-0.9266186807636544,0,1,0,0,1,1
1,0,0,0,-1.2706785483749141,1,0,0,1,0,0,0,0,0,1,-0.5339287457271386,-0.9782348289454357,0,0,0,1,0,0
1,0,0,0,-1.2706785483749141,1,1,0,0,0,0,0,0,0,1,0.3491980276134389,-0.9664685672093738,1,0,0,1,0,1
0,0,0,0,-1.0258974651058694,1,0,0,0,0,0,0,0,2,0,-1.505368196401774,-0.9263966758252381,0,1,0,0,1,0
1,1,1,0,1.0955385898925174,1,1,1,1,1,1,0,0,1,1,0.9807169843984936,1.4350920546024006,1,0,0,1,0,0
0,0,1,1,1.625897603642114,1,0,1,1,1,1,1,1,2,0,1.5772441256360916,2.56696203262388,1,0,0,0,0,0
1,1,0,0,0.36119534008538345,1,0,0,0,1,1,1,1,1,1,1.2156620316457039,0.7834187583753001,1,0,0,0,0,0
0,1,0,0,1.4219133675845768,1,1,0,0,0,0,0,0,2,0,-1.3170789032178394,-0.2573625934139857,0,1,1,0,0,0
0,0,1,1,1.5851007564306066,1,1,0,0,0,0,0,0,2,0,-1.3570695495577902,-0.27767604527907386,0,1,1,0,0,0
0,0,0,0,0.11641425681633881,1,0,0,0,0,0,1,0,0,0,-0.3206452985807349,-0.1071096510938585,0,0,0,0,1,1
1,0,1,1,-1.2298817011634067,0,0,0,1,0,0,0,0,0,1,-1.1454523793422178,-0.9715080793114229,0,0,0,0,1,0
0,0,1,1,0.9731480482579951,1,1,1,1,1,1,1,1,2,0,1.707213726240931,1.9163987610888602,1,0,0,0,1,0
0,0,1,1,-0.45474160414476533,1,0,0,0,0,0,0,0,1,0,-1.4937042578859552,-0.8443658510804287,0,1,0,0,1,0
0,0,0,0,-0.69952268741381,1,0,0,0,0,0,0,0,0,1,-1.4937042578859552,-0.8624370530675125,0,1,0,0,1,0
1,0,1,0,0.36119534008538345,1,0,0,1,1,1,0,0,1,1,0.719111506257983,0.4827574702781543,1,0,0,0,0,0
0,0,0,0,-1.1890848539518992,1,1,0,0,0,0,0,0,0,0,0.3292027044434637,-0.9032637612422634,1,0,0,1,0,0
0,0,1,1,1.544303909219099,1,1,0,0,0,0,0,0,2,0,-1.308747518563683,-0.23827016871018705,0,1,0,0,1,0
0,0,1,1,-0.6179289929907951,1,1,1,0,1,0,1,0,1,1,0.19090171918446744,-0.4662692404636899,0,0,0,0,0,0
1,0,0,0,-0.7811163818368249,1,0,1,1,0,1,0,1,0,0,0.10592159571207231,-0.6258463901973003,0,0,0,0,0,0
1,0,1,0,0.5651795761429206,1,1,1,0,0,0,0,0,0,0,-0.3839638219523235,0.09236178607315455,0,0,0,1,0,0
1,0,0,0,-0.8627100762598398,1,0,0,0,1,1,0,1,1,0,0.00927753372385844,-0.6902278223380167,0,0,1,0,0,0
1,0,0,1,0.36119534008538345,1,0,0,0,0,0,0,0,1,1,-1.4787077655084735,-0.6157451654993603,0,1,1,0,0,0
1,1,1,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,1,0.16424128829116708,-0.9689328220257941,1,0,0,1,0,1
0,0,1,0,-0.37314790972175044,1,1,1,1,1,0,1,0,0,1,1.1540097852049467,-0.02903051425285849,1,0,0,1,0,1
0,0,1,1,-0.7811163818368249,1,0,0,0,0,0,0,0,0,0,-0.6605657924703159,-0.7515233858347472,0,0,0,0,0,0
0,1,1,0,-1.0258974651058694,1,1,0,0,0,0,1,1,0,1,1.0323715692542632,-0.7137159448224575,1,0,0,0,0,1
0,0,0,0,1.3811165203730693,1,1,0,0,0,0,0,0,1,0,-1.3054149647020206,-0.2453743267395075,0,1,0,0,0,0
1,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.4903717040242925,-0.9909779124105291,0,1,0,0,1,1
1,0,1,0,0.36119534008538345,0,0,0,1,0,1,0,0,1,0,-0.9721595785357647,-0.38190736386550966,0,0,0,0,1,0
0,0,0,0,-1.0666943123173769,1,0,0,0,0,0,0,0,0,0,-0.662232069401147,-0.8795092328317232,0,0,0,1,0,1
1,0,1,1,-0.45474160414476533,1,0,0,1,1,1,1,1,0,1,1.2723154472939673,-0.0628862673613387,1,0,0,1,0,1
0,0,0,0,0.8507575066234727,1,1,0,0,0,0,0,0,2,0,-1.3337416725261522,-0.43192507649069395,0,1,0,0,1,0
1,0,0,1,-0.8219132290483323,1,1,0,0,0,0,1,0,0,1,0.6474615982322378,-0.5706559625070171,1,0,0,1,0,0
0,0,0,0,0.15721110402784624,1,0,0,0,0,0,0,0,1,1,-1.4753752116468108,-0.6908494361655824,0,1,1,0,0,0
1,0,1,1,1.625897603642114,1,1,0,1,1,1,1,1,2,1,1.4855988944403713,2.424146255740697,1,0,0,0,0,0
0,0,0,1,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.5020356425401116,-0.9911333158674205,0,1,0,0,1,0
1,0,1,1,0.4019921872968909,1,0,0,0,0,0,0,0,2,0,-1.4870391501626299,-0.6297092761257433,0,1,0,0,1,0
1,0,0,0,-1.1074911595288843,1,0,0,0,0,0,0,0,0,0,-1.4820403193701361,-0.9474427439870999,0,1,0,0,1,0
1,0,0,0,-1.0666943123173769,1,0,0,0,0,0,0,0,0,0,-1.4870391501626299,-0.9513278304093846,0,1,0,0,1,0
0,0,1,1,1.5035070620075917,1,0,1,1,0,1,1,1,2,1,1.390621109382988,2.2244750141291094,1,0,1,0,0,0
1,0,1,1,0.6875701177774429,0,0,1,0,0,1,0,0,1,1,-0.960495640019946,-0.20858810844393263,0,0,1,0,0,0
0,0,0,1,-0.4955384513562728,1,0,0,0,0,0,0,0,0,1,-1.5070344733326053,-0.833532010085715,0,1,0,1,0,1
0,0,1,0,1.3403196731615619,1,0,0,0,0,0,0,0,2,1,-1.4737089347159797,-0.37178393867372805,0,1,1,0,0,0
0,0,1,1,0.8507575066234727,1,1,0,0,1,1,1,1,1,1,0.4708362435641224,0.7506730299589012,0,0,0,0,1,0
1,0,1,1,-0.08756997924119839,1,0,0,0,1,1,1,0,1,1,-0.00405268172279198,-0.11838750196540464,0,0,0,1,0,0
1,1,0,0,0.7283669649889504,1,1,0,1,0,1,1,1,1,1,1.4056176017604696,1.3747289118470185,1,0,0,1,0,0
1,0,0,0,-1.0258974651058694,1,0,0,1,0,0,1,1,1,1,0.9807169843984936,-0.718555652479932,1,0,0,0,1,0
0,0,0,0,-1.2298817011634067,1,0,0,0,0,0,0,0,0,1,-0.6005798229603897,-0.9607852407859173,0,0,0,0,0,0
0,0,0,0,-1.2298817011634067,0,0,0,0,0,0,0,0,0,1,-1.318745180148671,-0.9747937523999837,0,0,0,1,0,1
0,0,1,0,1.2995228259500544,1,1,0,1,1,1,1,0,2,1,0.38252356623006445,1.1397810855210868,0,0,0,0,0,0
0,0,1,1,-0.12836682645270583,1,0,1,0,0,0,1,1,0,0,1.0007123075684692,0.17643505625139358,1,0,1,0,0,1
0,0,1,0,1.1771322843155323,1,1,1,1,0,0,1,1,0,1,1.3856222785904946,1.8308380578232324,1,0,0,1,0,0
1,0,0,0,-1.2706785483749141,1,0,1,0,0,0,0,0,0,0,0.3558631353367641,-0.9663797652340071,1,0,0,0,1,1
1,0,0,0,0.6467732705659355,1,1,0,0,0,0,0,0,1,0,-1.3354079494569837,-0.4652480177469751,0,1,0,0,0,0
1,1,1,0,0.7283669649889504,1,1,0,0,0,1,1,1,1,1,1.2006655392682226,1.3044865493321127,1,0,0,1,0,0
1,0,1,1,1.4219133675845768,1,1,1,0,1,1,1,1,1,1,1.4922640021636964,2.2332886101842355,1,0,0,1,0,0
1,0,0,0,-1.1074911595288843,1,1,0,1,0,0,1,0,0,1,0.8724089838944605,-0.7975672100622803,1,0,0,1,0,1
0,0,1,1,1.5035070620075917,1,1,0,0,1,0,1,1,0,1,1.160674892928272,2.1116299039321227,1,0,1,0,0,1
0,0,1,0,-0.7403195346253174,1,0,0,0,1,0,0,0,0,0,-0.48060788394053755,-0.7028377028400605,0,0,1,0,0,0
0,0,0,0,-0.9443037706828545,1,0,0,0,0,0,0,0,1,1,-1.4820403193701361,-0.9271292921220119,0,1,0,0,1,0
0,0,1,0,-0.5771321457792876,1,1,0,0,0,0,1,1,0,1,1.0040448614301316,-0.24859339834654332,1,0,0,1,0,0
0,0,0,0,-1.1074911595288843,1,1,0,0,0,0,0,0,0,0,-0.5822507767212457,-0.900732904944318,0,0,0,1,0,1
1,0,1,0,-0.9035069234713472,1,0,0,0,0,0,0,0,0,1,-1.4887054270934612,-0.9164508545841895,0,1,0,0,0,0
0,0,1,1,0.8507575066234727,1,0,0,1,0,1,1,0,0,0,0.012610087585520806,0.49374671472975934,0,0,1,0,0,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.4820403193701361,-0.9908669099413211,0,1,0,0,1,1
0,0,1,1,-0.9443037706828545,1,1,0,0,1,0,0,0,0,1,0.49083156673409756,-0.7062121779039877,1,0,0,0,0,1
0,1,0,0,-0.985100617894362,1,1,0,0,1,0,1,1,0,1,1.198999262337391,-0.6359920158829235,1,0,0,1,0,1
0,0,0,0,-1.2706785483749141,1,1,0,0,0,0,0,0,0,1,-1.3520707187652965,-0.9891352714216741,0,1,0,0,1,1
0,0,0,0,-0.16916367366421325,1,0,0,0,0,0,0,0,1,0,-1.5453588427417246,-0.762401627817144,0,1,1,0,0,0
0,0,1,0,-0.16916367366421325,1,0,1,1,0,1,0,0,0,0,-0.12402462074264409,-0.20696747239349386,0,0,0,0,1,0
0,1,1,0,0.15721110402784624,1,1,0,1,0,0,1,1,0,1,1.0623645540092264,0.5258486288247509,1,0,0,1,0,1
0,0,1,1,0.03482056239332393,1,0,0,0,0,0,0,0,1,0,-1.4837065963009672,-0.7242833798910716,0,1,1,0,0,0
